Vbhd,20967.064,3764728.199,2.758
Vbhd,20970.342,3764730.061,2.413
Vbhd,20974.833,3764730.012,2.228
Vbhd,20977.614,3764727.497,2.937
SS,20749.503,3764736.423,2.358
SS,20760.644,3764735.246,2.090
SS,20771.286,3764735.292,1.972
SS,20782.631,3764734.498,2.162
SS,20794.301,3764734.100,1.973
SS,20804.230,3764733.006,2.035
CH,21144.059,3764706.480,2.254
CH,21144.185,3764702.624,1.405
CH,21143.973,3764702.595,1.387
CH,21143.756,3764706.511,2.213
CH,21102.486,3764710.556,3.391
CH,21112.486,3764710.553,3.378
CH,21122.486,3764710.624,3.419
CH,21132.493,3764710.694,3.462
CH,21142.475,3764710.768,3.438
CH,21142.864,3764710.655,3.413
CH,21143.236,3764710.279,3.349
CH,21143.407,3764709.906,3.257
CH,21143.494,3764709.459,3.155
CH,21143.707,3764706.505,2.449
CH,21143.909,3764702.587,1.545
CH,21144.179,3764710.155,3.269
CH,21144.394,3764710.543,3.337
CH,21144.803,3764710.733,3.420
CH,21294.503,3764707.234,2.209
CH,21294.556,3764707.262,2.062
CH,21294.778,3764707.228,2.070
CH,21294.844,3764707.250,2.224
CH,21294.268,3764710.385,3.466
CH,21294.136,3764711.124,3.655
CH,21293.501,3764711.425,3.809
CH,21294.415,3764710.343,3.259
CH,21294.294,3764711.214,3.518
CH,21293.625,3764711.694,3.701
CH,21292.487,3764711.786,3.731
CH,21282.506,3764711.748,3.767
CH,21272.471,3764711.658,3.801
CH,21262.468,3764711.636,3.752
CH,21252.469,3764711.575,3.648
CH,21294.922,3764710.318,3.445
CH,21295.073,3764710.946,3.653
CH,21295.565,3764711.401,3.787
CH,21294.767,3764710.318,3.259
CH,21294.871,3764711.001,3.473
CH,21295.152,3764711.428,3.607
CH,21295.482,3764711.654,3.686
CH,21296.191,3764711.822,3.714
CH,21302.489,3764711.841,3.781
CH,21312.490,3764711.867,3.879
CH,21322.491,3764711.892,3.937
CH,21332.442,3764711.982,3.919
CH,21342.430,3764712.032,3.855
CH,21342.972,3764711.969,3.853
CH,21343.563,3764711.609,3.777
CH,21343.784,3764711.150,3.601
CH,21298.124,3764732.384,1.725
CH,21298.277,3764732.425,1.716
CH,21249.251,3764727.760,3.534
CH,21249.735,3764727.468,3.600
CH,21252.381,3764727.398,3.617
CH,21262.383,3764727.473,3.697
CH,21272.463,3764727.523,3.777
CH,21282.371,3764727.618,3.761
