112146,-3762629.035,-41655.559,47.621,kT
112145,-3762626.608,-41655.078,47.301,kT
112144,-3762626.637,-41654.95,47.536,kT
112143,-3762623.041,-41654.118,47.102,kT
112142,-3762623.092,-41653.972,47.266,kT
112130,-3762631.464,-41653.854,48.055,kT
112141,-3762621.072,-41653.605,46.999,kT
112140,-3762621.105,-41653.461,47.07,kT
112139,-3762619.721,-41653.28,46.903,kT
112131,-3762627.555,-41653.011,47.735,kT
112138,-3762618.771,-41652.78,46.764,kT
112132,-3762619.971,-41651.735,47.15,kT
112137,-3762614.392,-41651.38,46.512,kT
112136,-3762614.33,-41651.33,46.524,kT
112135,-3762614.511,-41651.123,46.632,kT
104548,-3763490.729,-40671.367,64.45,kT
104547,-3763493.773,-40667.153,64.646,kT
104546,-3763497.669,-40661.228,64.906,kT
104549,-3763503.402,-40659.568,65.429,kT
104544,-3763501.366,-40659.131,64.964,kT
104543,-3763499.265,-40658.883,64.981,kT
104550,-3763504.558,-40658.691,65.454,kT
104542,-3763500.653,-40656.351,65.009,kT
104545,-3763500.713,-40656.09,65.014,kT
104552,-3763513.795,-40649.416,65.171,kT
104551,-3763511.044,-40645.508,65.258,kT
104553,-3763515.863,-40645.195,65.169,kT
104554,-3763511.238,-40638.176,65.395,kT
104555,-3763506.547,-40637.868,65.37,kT
104556,-3763504.009,-40635.666,65.358,kT
109349,-3763140.036,-39786.39,15.989,kT
109348,-3763139.123,-39776.481,15.448,kT
109505,-3763136.75,-39776.47,15.5,kT
109347,-3763138.105,-39766.614,14.917,kT
109506,-3763135.757,-39766.611,14.949,kT
109346,-3763137.143,-39756.961,14.401,kT
109507,-3763134.718,-39756.688,14.389,kT
109508,-3763133.884,-39747.274,13.9,kT
109345,-3763136.135,-39747.138,13.87,kT
109350,-3763151.756,-39744.592,13.744,kT
109509,-3763132.81,-39737.367,13.34,kT
109344,-3763135.134,-39736.816,13.293,kT
109351,-3763151.177,-39736.778,13.332,kT
109433,-3763143.109,-39734.727,13.432,kT
109431,-3763143.364,-39733.885,13.389,kT
109432,-3763142.53,-39733.87,13.388,kT
109510,-3763131.8,-39726.9,12.838,kT
109343,-3763134.094,-39726.879,12.792,kT
109430,-3763141.669,-39726.585,13.017,kT
109429,-3763142.71,-39726.21,13.005,kT
109352,-3763150.252,-39725.523,12.804,kT
109511,-3763130.857,-39717.706,12.461,kT
109342,-3763133.155,-39717.369,12.423,kT
109428,-3763140.768,-39717.282,12.618,kT
109427,-3763141.98,-39716.893,12.615,kT
109353,-3763149.532,-39716.032,12.401,kT
109512,-3763129.917,-39707.812,12.042,kT
109341,-3763132.147,-39707.687,12.025,kT
109426,-3763139.741,-39707.021,12.213,kT
109425,-3763141.144,-39706.891,12.219,kT
109354,-3763148.694,-39706.099,11.993,kT
109513,-3763128.813,-39696.848,11.651,kT
109340,-3763131.058,-39696.593,11.619,kT
109424,-3763138.515,-39694.409,11.771,kT
109423,-3763140.159,-39694.091,11.772,kT
109355,-3763147.706,-39693.621,11.569,kT
109514,-3763127.905,-39687.801,11.364,kT
109339,-3763130.169,-39687.658,11.326,kT
109422,-3763137.747,-39686.93,11.535,kT
109421,-3763139.523,-39686.432,11.505,kT
109356,-3763147.049,-39685.642,11.313,kT
109515,-3763126.889,-39677.679,11.069,kT
109338,-3763129.184,-39677.675,11.052,kT
109420,-3763136.807,-39677.4,11.259,kT
109419,-3763138.76,-39676.639,11.22,kT
109357,-3763146.298,-39675.948,11.045,kT
109516,-3763125.885,-39667.443,10.873,kT
109337,-3763128.095,-39667.114,10.827,kT
109418,-3763135.654,-39666.208,11.018,kT
109417,-3763137.866,-39665.741,10.975,kT
109358,-3763145.406,-39665.204,10.819,kT
109517,-3763124.724,-39656.101,10.666,kT
109336,-3763126.978,-39655.791,10.621,kT
109416,-3763134.545,-39654.995,10.812,kT
109415,-3763136.953,-39654.455,10.787,kT
109359,-3763144.488,-39653.697,10.582,kT
109413,-3763136.354,-39646.862,10.609,kT
109518,-3763123.707,-39646.369,10.478,kT
109335,-3763125.983,-39646.288,10.474,kT
109414,-3763133.646,-39646.286,10.679,kT
109360,-3763143.882,-39646.051,10.48,kT
109410,-3763135.662,-39638.028,10.499,kT
109362,-3763143.197,-39637.589,10.355,kT
109519,-3763122.903,-39637.521,10.455,kT
109412,-3763145.737,-39637.419,10.439,kT
109334,-3763125.095,-39637.067,10.402,kT
109409,-3763132.686,-39636.731,10.524,kT
109363,-3763142.415,-39628.081,10.276,kT
109520,-3763121.909,-39627.887,10.387,kT
109333,-3763124.145,-39627.806,10.339,kT
109408,-3763134.773,-39627.577,10.468,kT
109407,-3763131.65,-39627.34,10.453,kT
109332,-3763123.207,-39618.555,10.314,kT
109405,-3763130.827,-39618.346,10.451,kT
109406,-3763134.018,-39618.287,10.432,kT
